Unnamed: 0.1,Unnamed: 0,question,solution,wrong_solution,error_type,explanation,bloom_level,res,res_sum,topic
783,783,"Dùng kí hiệu ""∀ "" hoặc ""∃""để viết các mệnh đề sau:
- a) Bình phương mọi số thực đều dương.
- b) Có ít nhất một số tự nhiên bằng với nghịch đảo của nó.","a) ∀x ∈ R, x^2 > 0. (Đây là mệnh đề sai, vì nếu x=0 thì x^2=0)
b) ∃n ∈ N, n = 1/n.","<extra0>a) ∀x ∈ R, x^2 ≥ 0</extra0> <extra0>b) ∃n ∈ N, n = -n</extra0>",['MIS'],"Câu a đã sửa lại mệnh đề gốc (từ ""dương"" thành ""không âm"") để nó đúng, đây không phải yêu cầu của bài. Câu b đã viết sai biểu thức toán học cho ""bằng với nghịch đảo của nó"".",3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
786,786,"Phủ định các mệnh đề sau.
a) Mọi động vật đều di chuyển.
b) ∀x ∈ R, x 2 − x + 7 > 0.
c) ∃x ∈ N, x 2 = x.","a) Tồn tại một động vật không di chuyển.
b) ∃x ∈ R, x^2 - x + 7 ≤ 0.
c) ∀x ∈ N, x^2 ≠ x.","<extra0>a) Không có động vật nào di chuyển</extra0> <extra0>b) ∃x ∈ R, x^2 - x + 7 < 0</extra0> <extra0>c) ∃x ∈ N, x^2 < x</extra0>","['KNOW', 'FC']","Câu a) ""Không có..."" là một cách diễn đạt khác của ""Với mọi... không..."", sai về lượng từ. Câu b) sai về dấu bất đẳng thức. Câu c) sai cả về lượng từ và biểu thức.",3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
787,787,"Trong các phát biểu sau, phát biểu nào là mệnh đề toán học?
- a) Số π là số vô tỉ;
- b) Bình phương của mọi số thực đều là số dương;
- c) Tồn tại số thực x mà x lớn hơn số nghịch đảo của nó;
- d) Fansipan là ngọn núi cao nhất Việt Nam.","Các phát biểu a), b), c) là các mệnh đề toán học vì chúng là các khẳng định liên quan đến các đối tượng và khái niệm toán học, và có tính đúng sai rõ ràng.
Phát biểu d) là một mệnh đề, nhưng không phải là mệnh đề toán học vì nó đề cập đến một sự kiện địa lý.",<extra0>Chỉ có a) và b) là mệnh đề toán học</extra0> <extra0>c) không phải vì chưa xác định x</extra0> <extra0>d) không phải vì không liên quan đến toán</extra0>,"['KNOW', 'REAS']","Câu c) là một mệnh đề toán học đúng (ví dụ x=2 > 1/2). Việc nó chứa biến không có nghĩa nó không phải là mệnh đề, vì nó khẳng định sự tồn tại.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
788,788,"Trong các phát biểu sau, phát biểu nào là mệnh đề toán học?
- a) Số π là số vô tỉ;
- b) Bình phương của mọi số thực đều là số dương;
- c) Tồn tại số thực x mà x lớn hơn số nghịch đảo của nó;
- d) Fansipan là ngọn núi cao nhất Việt Nam.","Các phát biểu a), b), c) là các mệnh đề toán học vì chúng là các khẳng định liên quan đến các đối tượng và khái niệm toán học, và có tính đúng sai rõ ràng.
Phát biểu d) là một mệnh đề, nhưng không phải là mệnh đề toán học vì nó đề cập đến một sự kiện địa lý.","<extra0>Tất cả a, b, c, d đều là mệnh đề toán học vì chúng đều là các khẳng định có tính đúng hoặc sai</extra0>",['KNOW'],Không phân biệt được mệnh đề nói chung và mệnh đề toán học. Mệnh đề toán học phải có nội dung về toán học. Câu d) là một mệnh đề về địa lý.,1,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
791,791,"Nêu mệnh đề phủ định của mỗi mệnh đề sau và xét tính đúng sai của mỗi mệnh đề phủ định đó:
- a) A: ""Trục đối xứng của đồ thị hàm số y = −x 2 là trục tung"";
- b) B: ""Phương trình 3x 2 + 1 = 0 có nghiệm"";
- c) C: ""Hai đường thẳng y = 2x + 1 và y = −2x + 1 không song song với nhau"";
- d) D: ""Số 2024 không chia hết cho 4"".","a) Phủ định: ""Trục đối xứng của đồ thị hàm số y = -x^2 không phải là trục tung"". Mệnh đề phủ định này sai (vì mệnh đề A đúng).
b) Phủ định: ""Phương trình 3x^2 + 1 = 0 vô nghiệm"". Mệnh đề phủ định này đúng (vì 3x^2 ≥ 0 nên 3x^2+1 > 0).
c) Phủ định: ""Hai đường thẳng y = 2x + 1 và y = -2x + 1 song song với nhau"". Mệnh đề phủ định này sai (vì hệ số góc 2 ≠ -2).
d) Phủ định: ""Số 2024 chia hết cho 4"". Mệnh đề phủ định này đúng (vì hai chữ số tận cùng là 24 chia hết cho 4).",<extra0>a) Mệnh đề phủ định đúng</extra0> <extra0>b) Mệnh đề phủ định sai</extra0> <extra0>c) Mệnh đề phủ định đúng</extra0> <extra0>d) Mệnh đề phủ định sai</extra0>,"['MIS', 'REAS']","Học sinh không nêu mệnh đề phủ định mà chỉ xét tính đúng sai của nó. Hơn nữa, việc xét tính đúng sai cũng có lỗi.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
792,792,"Nêu mệnh đề phủ định của mỗi mệnh đề sau và xét tính đúng sai của mỗi mệnh đề phủ định đó:
- a) A: ""Trục đối xứng của đồ thị hàm số y = −x 2 là trục tung"";
- b) B: ""Phương trình 3x 2 + 1 = 0 có nghiệm"";
- c) C: ""Hai đường thẳng y = 2x + 1 và y = −2x + 1 không song song với nhau"";
- d) D: ""Số 2024 không chia hết cho 4"".","a) Phủ định: ""Trục đối xứng của đồ thị hàm số y = -x^2 không phải là trục tung"". Mệnh đề phủ định này sai (vì mệnh đề A đúng).
b) Phủ định: ""Phương trình 3x^2 + 1 = 0 vô nghiệm"". Mệnh đề phủ định này đúng (vì 3x^2 ≥ 0 nên 3x^2+1 > 0).
c) Phủ định: ""Hai đường thẳng y = 2x + 1 và y = -2x + 1 song song với nhau"". Mệnh đề phủ định này sai (vì hệ số góc 2 ≠ -2).
d) Phủ định: ""Số 2024 chia hết cho 4"". Mệnh đề phủ định này đúng (vì hai chữ số tận cùng là 24 chia hết cho 4).","<extra0>d) Phủ định: ""Số 2024 chia hết cho 4""</extra0> <extra0>Mệnh đề này sai, vì 2+0+2+4=8 không chia hết cho 4</extra0>","['KNOW', 'FC']",Nêu đúng mệnh đề phủ định nhưng xét tính đúng sai bị sai. Học sinh đã áp dụng sai dấu hiệu chia hết (dùng dấu hiệu chia hết cho 3 hoặc 9 cho số 4).,2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
793,793,"Cho mệnh đề kéo theo có dạng P ⇒ Q : ""Vì 120 chia hết cho 6 nên 120 chia hết cho 9"".
- a) Mệnh đề trên đúng hay sai?
- b) Phát biểu mệnh đề đảo của mệnh đề trên và xét tính đúng sai của mệnh đề đảo đó.","a) Mệnh đề P: ""120 chia hết cho 6"" là đúng. Mệnh đề Q: ""120 chia hết cho 9"" là sai (vì 1+2+0=3 không chia hết cho 9). Mệnh đề P ⇒ Q với P đúng, Q sai là một mệnh đề sai.
b) Mệnh đề đảo Q ⇒ P: ""Vì 120 chia hết cho 9 nên 120 chia hết cho 6"". Mệnh đề Q là sai. Khi mệnh đề giả thiết (Q) sai thì mệnh đề kéo theo (Q ⇒ P) luôn đúng.","<extra0>a) Mệnh đề trên sai vì 120 không chia hết cho 9</extra0> <extra0>b) Mệnh đề đảo: ""Vì 120 chia hết cho 9 nên 120 chia hết cho 6""</extra0> <extra0>Mệnh đề đảo này sai vì 120 không chia hết cho 9</extra0>",['KNOW'],Xác định sai tính đúng sai của mệnh đề đảo. Một mệnh đề kéo theo có giả thiết sai thì luôn được coi là một mệnh đề đúng.,2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
794,794,"Cho mệnh đề kéo theo có dạng P ⇒ Q : ""Vì 120 chia hết cho 6 nên 120 chia hết cho 9"".
- a) Mệnh đề trên đúng hay sai?
- b) Phát biểu mệnh đề đảo của mệnh đề trên và xét tính đúng sai của mệnh đề đảo đó.","a) Mệnh đề P: ""120 chia hết cho 6"" là đúng. Mệnh đề Q: ""120 chia hết cho 9"" là sai (vì 1+2+0=3 không chia hết cho 9). Mệnh đề P ⇒ Q với P đúng, Q sai là một mệnh đề sai.
b) Mệnh đề đảo Q ⇒ P: ""Vì 120 chia hết cho 9 nên 120 chia hết cho 6"". Mệnh đề Q là sai. Khi mệnh đề giả thiết (Q) sai thì mệnh đề kéo theo (Q ⇒ P) luôn đúng.","<extra0>a) Mệnh đề trên đúng vì 120 chia hết cho 6</extra0> <extra0>b) Mệnh đề đảo: ""Vì 120 không chia hết cho 6 nên 120 không chia hết cho 9""</extra0> <extra0>Mệnh đề này đúng</extra0>","['REAS', 'MIS']",Kết luận tính đúng sai của mệnh đề kéo theo chỉ dựa vào giả thiết. Đồng thời phát biểu sai mệnh đề đảo (phát biểu mệnh đề phản đảo).,3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
795,795,"Cho mệnh đề kéo theo có dạng P ⇒ Q : ""Vì 120 chia hết cho 6 nên 120 chia hết cho 9"".
- a) Mệnh đề trên đúng hay sai?
- b) Phát biểu mệnh đề đảo của mệnh đề trên và xét tính đúng sai của mệnh đề đảo đó.","a) Mệnh đề P: ""120 chia hết cho 6"" là đúng. Mệnh đề Q: ""120 chia hết cho 9"" là sai (vì 1+2+0=3 không chia hết cho 9). Mệnh đề P ⇒ Q với P đúng, Q sai là một mệnh đề sai.
b) Mệnh đề đảo Q ⇒ P: ""Vì 120 chia hết cho 9 nên 120 chia hết cho 6"". Mệnh đề Q là sai. Khi mệnh đề giả thiết (Q) sai thì mệnh đề kéo theo (Q ⇒ P) luôn đúng.","<extra0>a) Mệnh đề sai</extra0> <extra0>b) Mệnh đề đảo: ""Vì 120 chia hết cho 9 nên 120 chia hết cho 6""</extra0> <extra0>Mệnh đề này đúng vì nếu một số chia hết cho 9 thì nó cũng chia hết cho 6</extra0>","['REAS', 'KNOW']","Lý luận sai ở câu b. Một số chia hết cho 9 không chắc đã chia hết cho 6 (ví dụ: 9, 27...). Học sinh đã đưa ra một khẳng định sai để biện minh cho kết quả.",3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
796,796,"Cho mệnh đề kéo theo có dạng P ⇒ Q: ""Nếu tứ giác ABCD là hình bình hành thì tứ giác ABCD có hai đường chéo cắt nhau tại trung điểm mỗi đường"".
- a) Mệnh đề trên đúng hay sai?
- b) Phát biểu mệnh đề đảo của mệnh đề trên và xét tính đúng sai của mệnh đề đảo đó.","a) Mệnh đề P ⇒ Q là đúng. Đây là một tính chất của hình bình hành.
b) Mệnh đề đảo Q ⇒ P là: ""Nếu tứ giác ABCD có hai đường chéo cắt nhau tại trung điểm mỗi đường thì tứ giác ABCD là hình bình hành"". Mệnh đề đảo này cũng đúng. Đây là một dấu hiệu nhận biết hình bình hành.","<extra0>a) Mệnh đề trên đúng</extra0> <extra0>b) Mệnh đề đảo: ""Nếu tứ giác ABCD có hai đường chéo cắt nhau tại trung điểm mỗi đường thì tứ giác ABCD là hình bình hành""</extra0> <extra0>Mệnh đề đảo này sai</extra0>",['KNOW'],"Không nắm vững dấu hiệu nhận biết hình bình hành, dẫn đến kết luận sai về tính đúng sai của mệnh đề đảo.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
798,798,"Cho mệnh đề kéo theo có dạng P ⇒ Q: ""Nếu tứ giác ABCD là hình bình hành thì tứ giác ABCD có hai đường chéo cắt nhau tại trung điểm mỗi đường"".
- a) Mệnh đề trên đúng hay sai?
- b) Phát biểu mệnh đề đảo của mệnh đề trên và xét tính đúng sai của mệnh đề đảo đó.","a) Mệnh đề P ⇒ Q là đúng. Đây là một tính chất của hình bình hành.
b) Mệnh đề đảo Q ⇒ P là: ""Nếu tứ giác ABCD có hai đường chéo cắt nhau tại trung điểm mỗi đường thì tứ giác ABCD là hình bình hành"". Mệnh đề đảo này cũng đúng. Đây là một dấu hiệu nhận biết hình bình hành.","<extra0>a) Mệnh đề trên sai, vì có thể là hình thoi hoặc hình chữ nhật</extra0> <extra0>b) Mệnh đề đảo: ""Nếu hai đường chéo cắt nhau tại trung điểm thì đó là hình bình hành""</extra0> <extra0>Mệnh đề này đúng</extra0>",['REAS'],"Lý luận sai ở câu a. Hình thoi và hình chữ nhật cũng là các hình bình hành, do đó tính chất vẫn đúng. Học sinh đã nhầm lẫn trường hợp đặc biệt với việc bác bỏ tính chất chung.",3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
799,799,"Cho tam giác ABC với đường trung tuyến AM. Xét các mệnh đề:
P: ""Tam giác ABC vuông tại A"", Q: ""Độ dài đường trung tuyến AM bằng nửa độ dài cạnh BC"".
- a) Phát biểu mệnh đề P ⇒ Q, Q ⇒ P và xác định tính đúng sai của mỗi mệnh đề đó.
- b) Nếu cả hai mệnh đề trong ý a) là đúng, hãy phát biểu mệnh đề tương đương.","a) P ⇒ Q: ""Nếu tam giác ABC vuông tại A thì độ dài đường trung tuyến AM bằng nửa độ dài cạnh BC"". Đây là mệnh đề đúng (tính chất đường trung tuyến ứng với cạnh huyền).
Q ⇒ P: ""Nếu tam giác ABC có đường trung tuyến AM bằng nửa độ dài cạnh BC thì tam giác ABC vuông tại A"". Đây là mệnh đề đúng (dấu hiệu nhận biết tam giác vuông).
b) Vì cả P ⇒ Q và Q ⇒ P đều đúng nên ta có mệnh đề tương đương P ⇔ Q: ""Tam giác ABC vuông tại A khi và chỉ khi độ dài đường trung tuyến AM bằng nửa độ dài cạnh BC"".","<extra0>a) P ⇒ Q: ""Nếu tam giác ABC vuông tại A thì AM = 1/2 BC""</extra0> <extra0>Mệnh đề này đúng</extra0> <extra0>Q ⇒ P: ""Nếu AM = 1/2 BC thì tam giác ABC vuông tại A""</extra0> <extra0>Mệnh đề này sai</extra0> <extra0>b) Vì Q ⇒ P sai nên không có mệnh đề tương đương</extra0>",['KNOW'],"Không nắm vững kiến thức về dấu hiệu nhận biết tam giác vuông qua đường trung tuyến, dẫn đến nhận xét sai tính đúng sai của mệnh đề Q ⇒ P.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
800,800,"Cho tam giác ABC với đường trung tuyến AM. Xét các mệnh đề:
P: ""Tam giác ABC vuông tại A"", Q: ""Độ dài đường trung tuyến AM bằng nửa độ dài cạnh BC"".
- a) Phát biểu mệnh đề P ⇒ Q, Q ⇒ P và xác định tính đúng sai của mỗi mệnh đề đó.
- b) Nếu cả hai mệnh đề trong ý a) là đúng, hãy phát biểu mệnh đề tương đương.","a) P ⇒ Q: ""Nếu tam giác ABC vuông tại A thì độ dài đường trung tuyến AM bằng nửa độ dài cạnh BC"". Đây là mệnh đề đúng (tính chất đường trung tuyến ứng với cạnh huyền).
Q ⇒ P: ""Nếu tam giác ABC có đường trung tuyến AM bằng nửa độ dài cạnh BC thì tam giác ABC vuông tại A"". Đây là mệnh đề đúng (dấu hiệu nhận biết tam giác vuông).
b) Vì cả P ⇒ Q và Q ⇒ P đều đúng nên ta có mệnh đề tương đương P ⇔ Q: ""Tam giác ABC vuông tại A khi và chỉ khi độ dài đường trung tuyến AM bằng nửa độ dài cạnh BC"".","<extra0>a) P ⇒ Q đúng</extra0> <extra0>Q ⇒ P đúng</extra0> <extra0>b) Mệnh đề tương đương: ""Tam giác ABC vuông tại A và có trung tuyến AM bằng nửa cạnh BC""</extra0>","['FC', 'KNOW']","Phát biểu sai mệnh đề tương đương. Học sinh đã dùng liên từ ""và"" (phép hội) thay cho ""khi và chỉ khi"" (phép tương đương).",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
801,801,"Cho tam giác ABC với đường trung tuyến AM. Xét các mệnh đề:
P: ""Tam giác ABC vuông tại A"", Q: ""Độ dài đường trung tuyến AM bằng nửa độ dài cạnh BC"".
- a) Phát biểu mệnh đề P ⇒ Q, Q ⇒ P và xác định tính đúng sai của mỗi mệnh đề đó.
- b) Nếu cả hai mệnh đề trong ý a) là đúng, hãy phát biểu mệnh đề tương đương.","a) P ⇒ Q: ""Nếu tam giác ABC vuông tại A thì độ dài đường trung tuyến AM bằng nửa độ dài cạnh BC"". Đây là mệnh đề đúng (tính chất đường trung tuyến ứng với cạnh huyền).
Q ⇒ P: ""Nếu tam giác ABC có đường trung tuyến AM bằng nửa độ dài cạnh BC thì tam giác ABC vuông tại A"". Đây là mệnh đề đúng (dấu hiệu nhận biết tam giác vuông).
b) Vì cả P ⇒ Q và Q ⇒ P đều đúng nên ta có mệnh đề tương đương P ⇔ Q: ""Tam giác ABC vuông tại A khi và chỉ khi độ dài đường trung tuyến AM bằng nửa độ dài cạnh BC"".","<extra0>a) P ⇒ Q: Đúng</extra0> <extra0>Q ⇒ P: Đúng</extra0> <extra0>b) Mệnh đề tương đương: ""Nếu AM=1/2 BC thì tam giác ABC vuông tại A và ngược lại""</extra0>",['REAS'],"Câu trả lời đúng về mặt ý nghĩa, nhưng cách diễn đạt ""và ngược lại"" không phải là cách phát biểu chuẩn của một mệnh đề tương đương trong toán học. Cần dùng ""khi và chỉ khi"" hoặc ""là điều kiện cần và đủ"".",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
802,802,"Dùng kí hiệu ∀ hoặc ∃ để viết các mệnh đề sau:
- a) Có một số nguyên không chia hết cho chính nó;
- b) Có một số thực mà bình phương của nó cộng với 1 bằng 0;
- c) Mọi số nguyên dương đều lớn hơn nghịch đảo của nó;
- d) Mọi số thực đều lớn hơn số đối của nó.","a) ∃ n ∈ Z, n không chia hết cho n. (Mệnh đề này sai nếu n≠0, nhưng đúng với n=0 vì không có phép chia cho 0. Tùy quy ước, có thể coi là đúng).
b) ∃ x ∈ R, x^2 + 1 = 0.
c) ∀ n ∈ Z+, n > 1/n.
d) ∀ x ∈ R, x > -x.","<extra0>a) ∀ n ∈ Z, n không chia hết cho n</extra0> <extra0>b) ∀ x ∈ R, x^2 + 1 = 0</extra0> <extra0>c) ∃ n ∈ Z+, n > 1/n</extra0> <extra0>d) ∃ x ∈ R, x > -x</extra0>","['FC', 'KNOW']","Sử dụng sai tất cả các lượng từ. ""Có một"" hay ""Có ít nhất một"" tương ứng với ∃, còn ""Mọi"" tương ứng với ∀. Học sinh đã làm ngược lại.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
803,803,"Dùng kí hiệu ∀ hoặc ∃ để viết các mệnh đề sau:
- a) Có một số nguyên không chia hết cho chính nó;
- b) Có một số thực mà bình phương của nó cộng với 1 bằng 0;
- c) Mọi số nguyên dương đều lớn hơn nghịch đảo của nó;
- d) Mọi số thực đều lớn hơn số đối của nó.","a) ∃ n ∈ Z, n không chia hết cho n. (Mệnh đề này sai nếu n≠0, nhưng đúng với n=0 vì không có phép chia cho 0. Tùy quy ước, có thể coi là đúng).
b) ∃ x ∈ R, x^2 + 1 = 0.
c) ∀ n ∈ Z+, n > 1/n.
d) ∀ x ∈ R, x > -x.","<extra0>a) ∃ n ∈ Z, n | n.</extra0> <extra0>(ghi ký hiệu chia hết)
b) ∃ x ∈ R, x^2 + 1 = 0</extra0> <extra0>c) ∀ n ∈ Z+, n > -n</extra0> <extra0>d) ∀ x ∈ R, x > 1/x</extra0>",['MIS'],"Viết sai biểu thức toán học ở câu a (viết thành chia hết), c (viết thành lớn hơn số đối) và d (viết thành lớn hơn nghịch đảo).",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
804,804,"Dùng kí hiệu ∀ hoặc ∃ để viết các mệnh đề sau:
- a) Có một số nguyên không chia hết cho chính nó;
- b) Có một số thực mà bình phương của nó cộng với 1 bằng 0;
- c) Mọi số nguyên dương đều lớn hơn nghịch đảo của nó;
- d) Mọi số thực đều lớn hơn số đối của nó.","a) ∃ n ∈ Z, n không chia hết cho n. (Mệnh đề này sai nếu n≠0, nhưng đúng với n=0 vì không có phép chia cho 0. Tùy quy ước, có thể coi là đúng).
b) ∃ x ∈ R, x^2 + 1 = 0.
c) ∀ n ∈ Z+, n > 1/n.
d) ∀ x ∈ R, x > -x.","<extra0>a) ∃ n ∈ N, n không chia hết cho n</extra0> <extra0>b) ∃ x ∈ R, (x+1)^2 = 0</extra0> <extra0>c) ∀ n ∈ R, n > 1/n</extra0> <extra0>d) ∀ x ∈ N, x > -x</extra0>",['CV'],"Sử dụng sai tập hợp số trong các câu. Câu a dùng N thay vì Z, câu c dùng R thay vì Z+, câu d dùng N thay vì R.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
805,805,"Lập mệnh đề phủ định của mỗi mệnh đề sau và xét tính đúng sai của mỗi mệnh đề phủ định đó.
a) ∀ n ∈ N, n(n+1) chia hết cho 2;
b) ∀ x ∈ R, x^2 > x;
c) ∃ x ∈ R, |x| > x;
d) ∃ x ∈ Q, x^2 - x - 1 = 0.","a) Phủ định: ∃ n ∈ N, n(n+1) không chia hết cho 2. Đây là mệnh đề sai (vì mệnh đề gốc đúng, n(n+1) là tích 2 số tự nhiên liên tiếp nên luôn chẵn).
b) Phủ định: ∃ x ∈ R, x^2 ≤ x. Đây là mệnh đề đúng (ví dụ x=0.5 thì 0.25 ≤ 0.5).
c) Phủ định: ∀ x ∈ R, |x| ≤ x. Đây là mệnh đề sai (ví dụ x=-1 thì |-1| ≤ -1 là sai).
d) Phủ định: ∀ x ∈ Q, x^2 - x - 1 ≠ 0. Đây là mệnh đề đúng (vì nghiệm của phương trình là số vô tỉ).","<extra0>a) ∃ n ∈ N, n(n+1) không chia hết cho 2</extra0> <extra0>Mệnh đề này đúng</extra0> <extra0>b) ∃ x ∈ R, x^2 ≤ x</extra0> <extra0>Mệnh đề này sai</extra0> <extra0>c) ∀ x ∈ R, |x| ≤ x</extra0> <extra0>Mệnh đề này đúng</extra0> <extra0>d) ∀ x ∈ Q, x^2 - x - 1 ≠ 0</extra0> <extra0>Mệnh đề này sai</extra0>",['REAS'],Đã lập đúng các mệnh đề phủ định nhưng xét tính đúng sai của tất cả chúng đều sai. Điều này cho thấy yếu kém trong việc phân tích và chứng minh các mệnh đề đơn giản.,3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
807,807,"Lập mệnh đề phủ định của mỗi mệnh đề sau và xét tính đúng sai của mỗi mệnh đề phủ định đó.
a) ∀ n ∈ N, n(n+1) chia hết cho 2;
b) ∀ x ∈ R, x^2 > x;
c) ∃ x ∈ R, |x| > x;
d) ∃ x ∈ Q, x^2 - x - 1 = 0.","a) Phủ định: ∃ n ∈ N, n(n+1) không chia hết cho 2. Đây là mệnh đề sai (vì mệnh đề gốc đúng, n(n+1) là tích 2 số tự nhiên liên tiếp nên luôn chẵn).
b) Phủ định: ∃ x ∈ R, x^2 ≤ x. Đây là mệnh đề đúng (ví dụ x=0.5 thì 0.25 ≤ 0.5).
c) Phủ định: ∀ x ∈ R, |x| ≤ x. Đây là mệnh đề sai (ví dụ x=-1 thì |-1| ≤ -1 là sai).
d) Phủ định: ∀ x ∈ Q, x^2 - x - 1 ≠ 0. Đây là mệnh đề đúng (vì nghiệm của phương trình là số vô tỉ).","<extra0>b) Phủ định: ∃ x ∈ R, x^2 < x</extra0> <extra0>Mệnh đề này đúng</extra0> <extra0>c) Phủ định: ∀ x ∈ R, |x| < x</extra0> <extra0>Mệnh đề này sai</extra0>",['KNOW'],"Khi phủ định các bất đẳng thức, đã không xử lý đúng dấu bằng. Phủ định của `>` là `≤` (không phải `<`), và phủ định của `>` trong câu c cũng là `≤`.",2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
808,808,"Cho phương trình ax^2 + bx + c = 0.
- a) Xét mệnh đề ""Nếu a+b+c=0 thì phương trình ax^2+bx+c=0 có một nghiệm bằng 1"". Mệnh đề này đúng hay sai?
- b) Phát biểu mệnh đề đảo của mệnh đề trên. Mệnh đề đảo đúng hay sai?
- c) Nêu điều kiện cần và đủ để phương trình ax^2 + bx + c = 0 có một nghiệm bằng 1.","a) Mệnh đề đúng. Nếu a+b+c=0, thay x=1 vào phương trình ta được a(1)^2 + b(1) + c = a+b+c = 0. Vậy x=1 là một nghiệm.
b) Mệnh đề đảo: ""Nếu phương trình ax^2+bx+c=0 có một nghiệm bằng 1 thì a+b+c=0"". Mệnh đề này đúng. Vì x=1 là nghiệm nên ta có a(1)^2+b(1)+c=0, tức là a+b+c=0.
c) Điều kiện cần và đủ để phương trình ax^2 + bx + c = 0 có một nghiệm bằng 1 là a+b+c=0.","<extra0>a) Mệnh đề đúng</extra0> <extra0>b) Mệnh đề đảo: ""Nếu phương trình có một nghiệm bằng 1 thì a+b+c=0""</extra0> <extra0>Mệnh đề đảo này sai</extra0> <extra0>c) Điều kiện cần và đủ là a+b+c=0</extra0>","['KNOW', 'REAS']",Nhận định sai về tính đúng sai của mệnh đề đảo. Học sinh có thể không tự tin hoặc không biết cách chứng minh mệnh đề đảo là đúng.,3,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
810,810,"Cho phương trình ax^2 + bx + c = 0.
- a) Xét mệnh đề ""Nếu a+b+c=0 thì phương trình ax^2+bx+c=0 có một nghiệm bằng 1"". Mệnh đề này đúng hay sai?
- b) Phát biểu mệnh đề đảo của mệnh đề trên. Mệnh đề đảo đúng hay sai?
- c) Nêu điều kiện cần và đủ để phương trình ax^2 + bx + c = 0 có một nghiệm bằng 1.","a) Mệnh đề đúng. Nếu a+b+c=0, thay x=1 vào phương trình ta được a(1)^2 + b(1) + c = a+b+c = 0. Vậy x=1 là một nghiệm.
b) Mệnh đề đảo: ""Nếu phương trình ax^2+bx+c=0 có một nghiệm bằng 1 thì a+b+c=0"". Mệnh đề này đúng. Vì x=1 là nghiệm nên ta có a(1)^2+b(1)+c=0, tức là a+b+c=0.
c) Điều kiện cần và đủ để phương trình ax^2 + bx + c = 0 có một nghiệm bằng 1 là a+b+c=0.","<extra0>a) Mệnh đề đúng</extra0> <extra0>b) Mệnh đề đảo đúng</extra0> <extra0>c) Điều kiện cần là a+b+c=0, điều kiện đủ là phương trình có nghiệm x=1</extra0>",['KNOW'],Hiểu ngược về điều kiện cần và đủ. Phát biểu lại đúng định nghĩa nhưng không trả lời được câu hỏi một cách trực tiếp.,2,"```json
{
  ""no_explicit_error_awareness"": 1,
  ""explanation_solution_consistency"": 1,
  ""k10_knowledge_only"": 1
}
```",3,md-th
